bnum	seqid	name	start	stop	strand	length	PID	description	operon_id	type
3853	b3853	alaT	4034849	4034924	+	0	0	tRNA-Asx	0	tRNA
3854	b3854	rrlA	4035099	4038003	+	0	0	23S ribosomal RNA	0	rRNA
3855	b3855	rrfA	4038097	4038216	+	0	0	5S ribosomal RNA	0	rRNA
3856	b3856	mobB	4038486	4038998	-	171	1790287	molybdopterin-guanine dinucleotide biosynthesis protein B	2245	ORF
3857	b3857	mobA	4038995	4039579	-	195	1790288	molybdopterin ---> molybdopterin-guanine dinucleotide, protein Ar	2245	ORF
3858	b3858	yihD	4039649	4039918	+	90	1790289	orf, hypothetical protein	2246	ORF
3859	b3859	yihE	4039996	4040982	+	329	1790290	orf, hypothetical protein	2247	ORF
3860	b3860	dsbA	4040999	4041625	+	209	1790291	protein disulfide isomerase I, essential for cytochrome c synthesis and formate-dependent reduction	2247	ORF
3861	b3861	yihF	4041737	4043209	+	491	2367319	putative GTP-binding protein	2248	ORF
3862	b3862	yihG	4043250	4044182	-	311	1790293	putative endonuclease	2249	ORF
3863	b3863	polA	4044546	4047332	+	929	1790294	DNA polymerase I, 3' --> 5' polymerase, 5' --> 3' and 3' --> 5' exonuclease	2250	ORF
3864	b3864	spf	4047479	4047587	+	0	0	 	0	RNA
3865	b3865	yihA	4047713	4048312	-	200	1790296	GTPase essential for cell cycle	2251	ORF
3866	b3866	yihI	4048927	4049436	+	170	1790297	orf, hypothetical protein	2252	ORF
3867	b3867	hemN	4049619	4050998	+	460	1790298	O2-independent coproporphyrinogen III oxidase	2253	ORF
3868	b3868	glnG	4051449	4052858	-	470	1790299	response regulator for gln (sensor glnL) (nitrogen regulator I, NRI)	2254	ORF
3869	b3869	glnL	4052870	4053919	-	350	1790300	histidine protein kinase sensor for GlnG regulator (nitrogen regulator II, NRII)	2254	ORF
3870	b3870	glnA	4054205	4055614	-	470	1790301	glutamine synthetase	2254	ORF
3871	b3871	yihK	4055987	4057762	+	592	1790302	putative GTP-binding factor	2255	ORF
3872	b3872	yihL	4058026	4058736	+	237	1790304	putative transcriptional regulator	2256	ORF
3873	b3873	yihM	4058744	4059724	+	327	1790305	orf, hypothetical protein	2256	ORF
3874	b3874	yihN	4059826	4061091	+	422	1790306	putative resistance protein (transport)	2257	ORF
3875	b3875	yshA	4061182	4061874	-	231	1790307	orf, hypothetical protein	2258	ORF
3876	b3876	yihO	4061889	4063352	-	488	2367321	putative permease	2258	ORF
3877	b3877	yihP	4063389	4064795	-	469	2367322	putative permease	2258	ORF
3878	b3878	yihQ	4064820	4066856	-	679	2367323	putative glycosidase	2258	ORF
3879	b3879	yihR	4067055	4067981	-	309	1790311	putative aldose-1-epimerase (EC 5.1.3.3)	2259	ORF
3880	b3880	yihS	4068095	4069351	-	419	1790313	orf, hypothetical protein	2260	ORF
3881	b3881	yihT	4069353	4070231	-	293	1790314	putative aldolase	2260	ORF
3882	b3882	yihU	4070255	4071151	-	299	1790315	putative dehydrogenase	2260	ORF
3883	b3883	yihV	4071313	4072215	+	301	1790316	putative kinase	2261	ORF
3884	b3884	yihW	4072225	4073034	+	270	1790317	putative DEOR-type transcriptional regulator	2261	ORF
3885	b3885	yihX	4073112	4073732	+	207	1790318	Unknown	2262	ORF
3886	b3886	rbn	4073726	4074598	+	291	1790319	RNase BN	2262	ORF
3887	b3887	yihZ	4074595	4075032	+	146	1790320	D-Tyr-tRNATyr deacyclase	2262	ORF
3888	b3888	yiiD	4075029	4076018	+	330	1790321	Unknown	2262	ORF
3889	b3889	yiiE	4076844	4077089	+	82	1790322	orf, hypothetical protein	2263	ORF
3890	b3890	yiiF	4077307	4077549	+	81	1790323	orf, hypothetical protein	2264	ORF
3891	b3891	fdhE	4077879	4078808	-	310	1790324	affects formate dehydrogenase-N	2265	ORF
3892	b3892	fdoI	4078805	4079440	-	212	1790325	formate dehydrogenase, cytochrome B556 (FDO) subunit	2265	ORF
3893	b3893	fdoH	4079437	4080339	-	301	1790326	formate dehydrogenase-O, iron-sulfur subunit	2265	ORF
3894	b3894	fdoG	4080352	4083402	-	1017	3868720	formate dehydrogenase-O, major subunit	2265	ORF
3895	b3895	fdhD	4083596	4084429	+	278	1790329	affects formate dehydrogenase-N	2266	ORF
3896	b3896	yiiG	4084582	4085637	+	352	1790330	orf, hypothetical protein	2267	ORF
3897	b3897	frvR	4085688	4087436	-	583	1790331	putative frv operon regulatory protein	2268	ORF
3898	b3898	frvX	4087436	4088506	-	357	1790332	frv operon protein	2268	ORF
3899	b3899	frvB	4088496	4089953	-	486	1790333	PTS system, fructose-like enzyme IIBC component	2268	ORF
3900	b3900	frvA	4089958	4090404	-	149	2367327	PTS system, fructose-specific IIA component	2268	ORF
3901	b3901	yiiL	4090705	4091019	-	105	1790335	orf, hypothetical protein	2269	ORF
3902	b3902	rhaD	4091029	4091853	-	275	1790336	rhamnulose-phosphate aldolase	2270	ORF
3903	b3903	rhaA	4092304	4093563	-	420	1790337	L-rhamnose isomerase	2270	ORF
3904	b3904	rhaB	4093560	4095029	-	490	1790338	rhamnulokinase	2270	ORF
3905	b3905	rhaS	4095317	4096153	+	279	1790339	positive regulator for rhaBAD operon	2271	ORF
3906	b3906	rhaR	4096137	4097075	+	313	1790340	positive regulator for rhaRS operon	2271	ORF
3907	b3907	rhaT	4097072	4098106	-	345	1790341	rhamnose transport	2272	ORF
3908	b3908	sodA	4098391	4099011	+	207	1790342	superoxide dismutase, manganese	2273	ORF
3909	b3909	kdgT	4099262	4100254	+	331	1790343	2-keto-3-deoxy-D-gluconate transport system	2274	ORF
3910	b3910	yiiM	4100373	4101077	+	235	1790345	orf, hypothetical protein	2275	ORF
3911	b3911	cpxA	4101183	4102556	-	458	1790346	probable sensor protein (histidine protein kinase), acting on arcA	2276	ORF
3912	b3912	cpxR	4102553	4103251	-	233	2367329	transcriptional regulator in 2-component system	2276	ORF
3913	b3913	b3913	4103398	4103547	+	50	2367330	orf, hypothetical protein	2277	ORF
3914	b3914	b3914	4103532	4103900	+	123	2367331	orf, hypothetical protein	2277	ORF
3915	b3915	yiiP	4104049	4104951	+	301	1790349	putative transport system permease protein	2278	ORF
3916	b3916	pfkA	4105132	4106094	+	321	1790350	6-phosphofructokinase I	2279	ORF
3917	b3917	sbp	4106414	4107403	+	330	1790351	periplasmic sulfate-binding protein	2280	ORF
3918	b3918	cdh	4107510	4108265	+	252	1790352	CDP-diacylglycerol phosphotidylhydrolase	2281	ORF
3919	b3919	tpiA	4108320	4109087	-	256	1790353	triosephosphate isomerase	2282	ORF
3920	b3920	yiiQ	4109195	4109794	-	200	1790354	orf, hypothetical protein	2283	ORF
3921	b3921	yiiR	4109895	4110335	+	147	1790355	orf, hypothetical protein	2284	ORF
3922	b3922	yiiS	4110547	4110846	+	100	1790357	orf, hypothetical protein	2285	ORF
3923	b3923	yiiT	4110873	4111301	+	143	1790358	putative regulator	2285	ORF
3924	b3924	fpr	4111306	4112052	-	249	1790359	ferredoxin-NADP reductase	2286	ORF
3925	b3925	glpX	4112149	4113159	-	337	1790360	unknown function in glycerol metabolism	2287	ORF
3926	b3926	glpK	4113294	4114802	-	503	1790361	glycerol kinase	2288	ORF
3927	b3927	glpF	4114825	4115670	-	282	1790362	facilitated diffusion of glycerol	2288	ORF
3928	b3928	yiiU	4116095	4116340	+	82	1790363	orf, hypothetical protein	2289	ORF
3929	b3929	menG	4116425	4116910	-	162	1790364	menaquinone biosynthesis, unknown	2290	ORF
3930	b3930	menA	4117003	4117929	-	309	1790365	1,4-dihydroxy-2-naphthoate --> dimethylmenaquinone	2290	ORF
3931	b3931	hslU	4117996	4119327	-	444	1790366	heat shock protein hslVU, ATPase subunit, homologous to chaperones	2291	ORF
3932	b3932	hslV	4119337	4119867	-	177	1790367	heat shock protein hslVU, proteasome-related peptidase subunit	2291	ORF
3933	b3933	ftsN	4119960	4120919	-	320	1790368	essential cell division protein	2292	ORF
3934	b3934	cytR	4121011	4122036	-	342	1790369	regulator for deo operon, udp, cdd, tsx, nupC, and nupG	2293	ORF
3935	b3935	priA	4122192	4124390	-	733	1790370	primosomal protein N'(= factor Y)(putative helicase)	2294	ORF
3936	b3936	rpmE	4124593	4124805	+	71	1790371	50S ribosomal subunit protein L31	2295	ORF
3937	b3937	yiiX	4124866	4125474	-	203	1790372	orf, hypothetical protein	2296	ORF
3938	b3938	metJ	4125658	4125975	-	106	1790373	repressor of all met genes but metF	2297	ORF
3939	b3939	metB	4126252	4127412	+	387	1790375	cystathionine gamma-synthase	2298	ORF
3940	b3940	metL	4127415	4129847	+	811	1790376	aspartokinase II and homoserine dehydrogenase II	2298	ORF
3941	b3941	metF	4130196	4131086	+	297	1790377	5,10-methylenetetrahydrofolate reductase	2299	ORF
3942	b3942	katG	4131415	4133595	+	727	1790378	catalase; hydroperoxidase HPI(I)	2300	ORF
3943	b3943	yijE	4133655	4134593	+	313	1790379	orf, hypothetical protein	2301	ORF
3944	b3944	yijF	4134620	4135237	-	206	1790380	orf, hypothetical protein	2302	ORF
3945	b3945	gldA	4135512	4136654	-	381	1790381	glycerol dehydrogenase, (NAD)	2303	ORF
3946	b3946	talC	4136626	4137288	-	221	1790382	putative transaldolase	2303	ORF
3947	b3947	ptsA	4137300	4139435	-	712	1790383	PEP-protein phosphotransferase system enzyme I	2303	ORF
3948	b3948	yijI	4139437	4139766	+	110	1790384	orf, hypothetical protein	2304	ORF
3949	b3949	frwC	4140109	4141188	+	360	1790386	PTS system, fructose-like enzyme II component	2305	ORF
3950	b3950	frwB	4141203	4141523	+	107	1790387	PTS system fructose-like IIB component 1	2305	ORF
3951	b3951	pflD	4141574	4143871	+	766	1790388	formate acetyltransferase 2	2306	ORF
3952	b3952	pflC	4143837	4144715	+	293	1790389	probable pyruvate formate lyase activating enzyme 2	2306	ORF
3953	b3953	frwD	4144717	4145058	+	114	1790390	PTS system fructose-like IIB component 2	2307	ORF
3954	b3954	yijO	4145045	4145896	-	284	1790391	putative ARAC-type regulatory protein	2308	ORF
3955	b3955	yijP	4146111	4147844	-	578	1790392	Required for invasion of brain microvascular endothelial cells	2309	ORF
3956	b3956	ppc	4148026	4150677	-	884	1790393	phosphoenolpyruvate carboxylase	2310	ORF
3957	b3957	argE	4151275	4152426	-	384	1790395	acetylornithine deacetylase	2311	ORF
3958	b3958	argC	4152580	4153584	+	335	1790396	N-acetyl-gamma-glutamylphosphate reductase	2312	ORF
3959	b3959	argB	4153592	4154368	+	259	1790397	acetylglutamate kinase	2312	ORF
3960	b3960	argH	4154429	4155802	+	458	1790398	argininosuccinate lyase	2312	ORF
3961	b3961	oxyR	4156069	4156986	+	306	1790399	activator, hydrogen peroxide-inducible genes	2313	ORF
3962	b3962	udhA	4156969	4158303	-	445	1790400	Soluble pyridine nucleotide transhydrogenase	2314	ORF
3963	b3963	yijC	4158646	4159350	+	235	1790401	orf, hypothetical protein	2315	ORF
3964	b3964	yijD	4159350	4159709	+	120	1790402	orf, hypothetical protein	2315	ORF
3965	b3965	trmA	4159749	4160849	-	367	1790403	tRNA (uracil-5-)-methyltransferase	2316	ORF
3966	b3966	btuB	4161218	4163062	+	615	1790405	outer membrane receptor for transport of vitamin B12, E colicins, and bacteriophage BF23	2317	ORF
3967	b3967	murI	4162995	4163864	+	290	1790406	glutamate racemase, required for biosynthesis of D-glutamate and peptidoglycan	2317	ORF
3969	b3969	gltT	4165951	4166026	+	0	0	tRNA-Val	0	tRNA
3971	b3971	rrfB	4169216	4169335	+	0	0	5S ribosomal RNA	0	rRNA
3972	b3972	murB	4169636	4170664	+	343	1790407	UDP-N-acetylenolpyruvoylglucosamine reductase	2317	ORF
3973	b3973	birA	4170661	4171626	+	322	1790408	biotin-[acetylCoA carboxylase] holoenzyme synthetase and biotin operon repressor	2317	ORF
3974	b3974	coaA	4171655	4172605	-	317	1790409	pantothenate kinase	2318	ORF
3975	b3975	b3975	4172792	4172947	-	52	1790411	orf, hypothetical protein	2319	ORF
3976	b3976	thrU	4172967	4173042	+	0	0	tRNA-Thr	0	tRNA
3977	b3977	tyrU	4173051	4173135	+	0	0	tRNA-Tyr	0	tRNA
3978	b3978	glyT	4173252	4173326	+	0	0	tRNA-Gly	0	tRNA
3979	b3979	thrT	4173333	4173408	+	0	0	tRNA-Thr	0	tRNA
3980	b3980	tufB	4173523	4174707	+	395	1790412	protein chain elongation factor EF-Tu (duplicate of tufA)	2320	ORF
3981	b3981	secE	4174937	4175320	+	128	1790413	preprotein translocase	2321	ORF
3982	b3982	nusG	4175322	4175867	+	182	1790414	component in transcription antitermination	2322	ORF
3983	b3983	rplK	4176025	4176453	+	143	2367334	50S ribosomal subunit protein L11	2323	ORF
3984	b3984	rplA	4176457	4177161	+	235	1790416	50S ribosomal subunit protein L1, regulates synthesis of L1 and L11	2323	ORF
3985	b3985	rplJ	4177574	4178071	+	166	1790417	50S ribosomal subunit protein L10	2324	ORF
3986	b3986	rplL	4178138	4178503	+	122	1790418	50S ribosomal subunit protein L7/L12	2324	ORF
3987	b3987	rpoB	4178823	4182851	+	1343	1790419	RNA polymerase, beta subunit	2325	ORF
3988	b3988	rpoC	4182928	4187151	+	1408	2367335	RNA polymerase, beta prime subunit	2325	ORF
3989	b3989	htrC	4187364	4187903	+	180	1790422	heat shock protein htrC	2326	ORF
3990	b3990	thiH	4188313	4189446	-	378	1790423	thiamin biosynthesis, thiazole moiety	2327	ORF
3991	b3991	thiG	4189443	4190288	-	282	1790424	thiamin biosynthesis, thiazole moiety	2327	ORF
3992	b3992	thiF	4190399	4191136	-	246	1790425	thiamin biosynthesis, thiazole moiety	2327	ORF
3993	b3993	thiE	4191147	4191782	-	212	1790426	thiamin biosynthesis, thiazole moiety	2327	ORF
3994	b3994	thiC	4191782	4193677	-	632	1790427	thiamin biosynthesis, pyrimidine moiety	2327	ORF
3995	b3995	yjaE	4193910	4194386	-	159	1790428	putative transcriptional regulator	2328	ORF
3996	b3996	yjaD	4194481	4195254	+	258	1790429	orf, hypothetical protein	2329	ORF
3997	b3997	hemE	4195294	4196358	+	355	2367337	uroporphyrinogen decarboxylase	2329	ORF
3998	b3998	nfi	4196362	4197039	+	226	1790431	Endonuclease V	2329	ORF
3999	b3999	yjaG	4197082	4197672	+	197	1790432	orf, hypothetical protein	2329	ORF
4000	b4000	hupA	4197859	4198131	+	91	1790433	DNA-binding protein HU-alpha (HU-2)	2330	ORF
4001	b4001	yjaH	4198144	4198839	+	232	1790434	orf, hypothetical protein	2330	ORF
4002	b4002	yjaI	4198841	4199407	-	189	1790435	orf, hypothetical protein	2331	ORF
4003	b4003	hydH	4199504	4200901	+	466	1790436	sensor kinase for HydG, hydrogenase 3 activity	2332	ORF
4004	b4004	hydG	4200898	4202223	+	442	1790437	response regulator of hydrogenase 3 activity (sensor HydH)	2333	ORF
4005	b4005	purD	4202220	4203509	-	430	1790438	phosphoribosylglycinamide synthetase = GAR synthetase	2334	ORF
4006	b4006	purH	4203521	4205110	-	530	1790439	phosphoribosylaminoimidazolecarboxamideformyltransferase = AICAR formyltransferase; IMP cyclohydrolase	2334	ORF
4008	b4008	gltV	4207352	4207427	+	0	0	tRNA-Sec	0	tRNA
4009	b4009	rrlE	4207622	4210525	+	0	0	23S ribosomal RNA	0	rRNA
4010	b4010	rrfE	4210619	4210738	+	0	0	5S ribosomal RNA	0	rRNA
4011	b4011	yjaA	4210813	4211196	+	128	1790441	orf, hypothetical protein	2335	ORF
4012	b4012	yjaB	4211259	4211702	-	148	1790442	orf, hypothetical protein	2336	ORF
4013	b4013	metA	4211859	4212788	+	310	1790443	homoserine transsuccinylase	2337	ORF
4014	b4014	aceB	4213057	4214658	+	534	1790444	malate synthase A	2338	ORF
4015	b4015	aceA	4214688	4215992	+	435	1790445	isocitrate lyase	2338	ORF
4016	b4016	aceK	4216175	4217911	+	579	1790446	isocitrate dehydrogenase kinase/phosphatase	2338	ORF
4017	b4017	arp	4217880	4220066	-	729	1790447	regulator of acetyl CoA synthetase	2339	ORF
4018	b4018	iclR	4220383	4221246	-	288	1790449	repressor of aceBA operon	2340	ORF
4019	b4019	metH	4221407	4225090	+	1228	1790450	B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase, repressor of metE and metF	2341	ORF
4020	b4020	yjbB	4225310	4226941	+	544	1790451	putative alpha helix protein	2342	ORF
4021	b4021	pepE	4227032	4227721	-	230	1790452	peptidase E, a dipeptidase where amino-terminal residue is aspartate	2343	ORF
4022	b4022	yjbC	4227933	4228805	+	291	1790453	orf, hypothetical protein	2344	ORF
4023	b4023	yjbD	4228938	4229210	-	91	1790454	orf, hypothetical protein	2345	ORF
4024	b4024	lysC	4229463	4230812	-	450	1790455	aspartokinase III, lysine sensitive	2346	ORF
4025	b4025	pgi	4231337	4232986	+	550	1790457	glucosephosphate isomerase	2347	ORF
4026	b4026	yjbE	4233485	4233727	+	81	1790458	orf, hypothetical protein	2348	ORF
4027	b4027	yjbF	4233811	4234479	+	223	1790459	orf, hypothetical protein	2349	ORF
4028	b4028	yjbG	4234476	4235213	+	246	1790460	orf, hypothetical protein	2349	ORF
4029	b4029	yjbH	4235213	4237309	+	699	1790461	orf, hypothetical protein	2349	ORF
4030	b4030	yjbA	4237904	4238314	+	137	1790462	orf, hypothetical protein	2350	ORF
4031	b4031	xylE	4238358	4239833	-	492	1790463	xylose-proton symport	2351	ORF
4032	b4032	malG	4240205	4241095	-	297	1790464	part of maltose permease, inner membrane	2352	ORF
4033	b4033	malF	4241110	4242654	-	515	1790465	part of maltose permease, periplasmic	2352	ORF
4034	b4034	malE	4242808	4243998	-	397	1790466	periplasmic maltose-binding protein; substrate recognition for transport and chemotaxis	2352	ORF
4035	b4035	malK	4244363	4245478	+	372	1790467	ATP-binding component of transport system for maltose	2353	ORF
4036	b4036	lamB	4245550	4246890	+	447	1790469	phage lambda receptor protein; maltose high-affinity receptor	2353	ORF
4037	b4037	malM	4247133	4248053	+	307	1790470	periplasmic protein of mal regulon	2353	ORF
4038	b4038	yjbI	4248534	4249862	+	443	1790471	orf, hypothetical protein	2354	ORF
4039	b4039	ubiC	4249974	4250582	+	203	1790472	chorismate lyase	2355	ORF
4040	b4040	ubiA	4250595	4251467	+	291	1790473	4-hydroxybenzoate-octaprenyltransferase	2355	ORF
4041	b4041	plsB	4251622	4254105	-	828	1790474	glycerol-3-phosphate acyltransferase	2356	ORF
4042	b4042	dgkA	4254216	4254584	+	123	1790475	diacylglycerol kinase	2357	ORF
4043	b4043	lexA	4254694	4255302	+	203	1790476	regulator for SOS(lexA) regulon	2358	ORF
4044	b4044	dinF	4255321	4256700	+	460	1790477	DNA-damage-inducible protein F	2358	ORF
4045	b4045	yjbJ	4256816	4257025	+	70	1790479	orf, hypothetical protein	2359	ORF
4046	b4046	yjbK	4257067	4257642	-	192	1790480	putative regulator	2360	ORF
4047	b4047	yjbL	4257900	4258154	+	85	1790481	orf, hypothetical protein	2361	ORF
4048	b4048	yjbM	4258178	4258885	+	236	1790482	orf, hypothetical protein	2361	ORF
4049	b4049	yjbN	4259248	4260285	+	346	1790483	orf, hypothetical protein	2362	ORF
4050	b4050	yjbO	4260209	4260661	+	151	1790484	orf, hypothetical protein	2362	ORF
4051	b4051	qor	4260827	4261810	-	328	1790485	quinone oxidoreductase	2363	ORF
4052	b4052	dnaB	4261893	4263308	+	472	1790486	replicative DNA helicase; part of primosome	2364	ORF
4053	b4053	alr	4263361	4264440	+	360	1790487	alanine racemase 1	2365	ORF
4054	b4054	tyrB	4264693	4265886	+	398	1790488	tyrosine aminotransferase, tyrosine repressible	2366	ORF
4055	b4055	aphA	4266993	4267706	+	238	2367341	diadenosine tetraphosphatase	2367	ORF
4056	b4056	yjbQ	4267817	4268233	+	139	1790491	orf, hypothetical protein	2368	ORF
4057	b4057	yjbR	4268237	4268593	+	119	2367342	orf, hypothetical protein	2368	ORF
4058	b4058	uvrA	4268628	4271450	-	941	2367343	excision nuclease subunit A	2369	ORF
4059	b4059	ssb	4271704	4272240	+	179	1790494	ssDNA-binding protein	2370	ORF
4060	b4060	yjcB	4272339	4272689	-	117	1790495	orf, hypothetical protein	2371	ORF
4061	b4061	yjcC	4273050	4274636	+	529	1790496	orf, hypothetical protein	2372	ORF
4062	b4062	soxS	4274639	4274962	-	108	1790497	regulation of superoxide response regulon	2373	ORF
4063	b4063	soxR	4275048	4275512	+	155	1790498	redox-sensing activator of soxS	2374	ORF
4064	b4064	yjcD	4276058	4277407	+	450	1790499	orf, hypothetical protein	2375	ORF
4065	b4065	yjcE	4277559	4279208	+	550	1790501	orf, hypothetical protein	2376	ORF
4066	b4066	yjcF	4279362	4280654	-	431	1790502	orf, hypothetical protein	2377	ORF
4067	b4067	yjcG	4280832	4282481	-	550	1790503	putative transport protein	2378	ORF
4068	b4068	yjcH	4282478	4282792	-	105	1790504	orf, hypothetical protein	2378	ORF
4069	b4069	acs	4282992	4284950	-	653	1790505	acetyl-CoA synthetase	2379	ORF
4070	b4070	nrfA	4285343	4286779	+	479	1790506	periplasmic cytochrome c(552): plays a role in nitrite reduction	2380	ORF
4071	b4071	nrfB	4286818	4287390	+	191	1790507	formate-dependent nitrite reductase; a penta-haeme cytochrome c	2380	ORF
4072	b4072	nrfC	4287387	4288058	+	224	2367345	formate-dependent nitrite reductase; Fe-S centers	2380	ORF
4073	b4073	nrfD	4288055	4289011	+	319	1790509	formate-dependent nitrate reductase complex; transmembrane protein	2380	ORF
4074	b4074	nrfE	4289091	4290749	+	553	1790511	formate-dependent nitrite reductase; possible assembly function	2380	ORF
4075	b4075	nrfF	4290742	4291125	+	128	1790512	part of formate-dependent nitrite reductase complex	2380	ORF
4076	b4076	nrfG	4291122	4291718	+	199	1790513	part of formate-dependent nitrite reductase complex	2380	ORF
4077	b4077	gltP	4292060	4293373	+	438	1790514	glutamate-aspartate symport protein	2381	ORF
4078	b4078	yjcO	4294015	4294704	-	230	1790515	orf, hypothetical protein	2382	ORF
4079	b4079	fdhF	4294798	4296945	-	716	3868721	selenopolypeptide subunit of formate dehydrogenase H	2383	ORF
4080	b4080	yjcP	4297143	4298609	-	489	2367348	putative enzyme	2384	ORF
4081	b4081	yjcQ	4298606	4300516	-	637	1790518	putative enzyme	2384	ORF
4082	b4082	yjcR	4300657	4301688	-	344	1790519	putative membrane protein	2385	ORF
4083	b4083	yjcS	4302191	4304188	-	666	2367350	orf, hypothetical protein	2386	ORF
4084	b4084	yjcT	4304449	4305378	-	310	1790522	putative NAGC-like transcriptional regulator	2387	ORF
4085	b4085	yjcU	4305362	4306057	-	232	1790523	putative epimerase	2387	ORF
4086	b4086	yjcV	4306068	4307048	-	327	1790524	putative transport system permease protein	2387	ORF
4087	b4087	yjcW	4307027	4308559	-	511	1790525	putative ATP-binding component of a transport system	2387	ORF
4088	b4088	yjcX	4308686	4309621	-	312	1790526	putative LACI-type transcriptional regulator	2388	ORF
4089	b4089	rpiR	4309680	4310603	-	308	1790527	transcriptional repressor of rpiB expression	2389	ORF
4090	b4090	rpiB	4310929	4311378	+	150	1790528	ribose 5-phosphate isomerase B	2390	ORF
4091	b4091	phnQ	4311389	4311796	-	136	1790529	orf, hypothetical protein	2391	ORF
4092	b4092	phnP	4311922	4312680	-	253	1790530	phosphonate metabolism	2391	ORF
4093	b4093	phnO	4312682	4313116	-	145	1790531	putative regulator, phn operon	2391	ORF
4094	b4094	phnN	4313103	4313660	-	186	1790532	ATP-binding component of phosphonate transport	2391	ORF
4095	b4095	phnM	4313660	4314796	-	379	1790533	phosphonate metabolism	2391	ORF
4096	b4096	phnL	4314793	4315473	-	227	1790534	ATP-binding component of phosphonate transport	2391	ORF
4097	b4097	phnK	4315584	4316342	-	253	1790535	ATP-binding component of phosphonate transport	2391	ORF
4098	b4098	phnJ	4316339	4317184	-	282	1790536	phosphonate metabolism	2391	ORF
4099	b4099	phnI	4317177	4318241	-	355	1790537	phosphonate metabolism	2391	ORF
4100	b4100	phnH	4318241	4318825	-	195	1790538	phosphonate metabolism	2391	ORF
4101	b4101	phnG	4318822	4319274	-	151	1790539	phosphonate metabolism	2391	ORF
4102	b4102	phnF	4319275	4320000	-	242	1790540	putative transcriptional regulator	2391	ORF
4103	b4103	b4103	4320021	4320242	-	74	1790541	orf, hypothetical protein	2391	ORF
4104	b4104	phnE	4320239	4320859	-	207	1790542	membrane channel protein component of Pn transporter	2391	ORF
4105	b4105	phnD	4320914	4321930	-	339	1790543	periplasmic binding protein component of Pn transporter	2391	ORF
4106	b4106	phnC	4321955	4322743	-	263	1790544	ATP-binding component of phosphonate transport	2391	ORF
4107	b4107	phnB	4322876	4323319	-	148	1790546	orf, hypothetical protein	2392	ORF
4108	b4108	phnA	4323977	4324312	-	112	1790547	orf, hypothetical protein	2393	ORF
4109	b4109	yjdA	4324713	4326941	+	743	1790548	putative vimentin	2394	ORF
4110	b4110	yjcZ	4326971	4327816	+	282	1790549	orf, hypothetical protein	2394	ORF
4111	b4111	proP	4328080	4329582	+	501	1790550	low-affinity transport system; proline permease II	2395	ORF
4112	b4112	basS	4329759	4330850	-	364	1790551	sensor protein for basR	2396	ORF
4113	b4113	basR	4330860	4331528	-	223	1790552	transcriptional regulatory protein, member of 2-component regulatory system,	2396	ORF
4114	b4114	yjdB	4331525	4333198	-	558	1790553	orf, hypothetical protein	2397	ORF
4115	b4115	yjdE	4333272	4334609	-	446	2367353	putative amino acid/amine transport protein, cryptic	2398	ORF
4116	b4116	adiY	4334746	4335507	-	254	1790557	putative ARAC-type regulatory protein	2399	ORF
4117	b4117	adiA	4335832	4338102	-	757	1790558	biodegradative arginine decarboxylase	2399	ORF
4118	b4118	melR	4338298	4339206	-	303	1790559	regulator of melibiose operon	2400	ORF
4119	b4119	melA	4339489	4340844	+	452	1790560	alpha-galactosidase	2401	ORF
4120	b4120	melB	4340959	4342368	+	470	1790561	melibiose permease II	2401	ORF
4121	b4121	yjdF	4342507	4343136	-	210	1790562	orf, hypothetical protein	2402	ORF
4122	b4122	fumB	4343258	4344904	-	549	1790564	fumarase B= fumarate hydratase Class I; anaerobic isozyme	2403	ORF
4123	b4123	dcuB	4344982	4346322	-	447	1790565	anaerobic dicarboxylate transport	2404	ORF
4124	b4124	dcuR	4346893	4347612	-	240	1790566	Cognate response regulator	2405	ORF
4125	b4125	dcuS	4347609	4349240	-	544	1790567	Fumarate sensor protein	2405	ORF
4126	b4126	yjdI	4349421	4349651	+	77	1790568	orf, hypothetical protein	2406	ORF
4127	b4127	yjdJ	4349663	4349935	+	91	1790569	orf, hypothetical protein	2406	ORF
4128	b4128	yjdK	4350162	4350458	+	99	1790570	orf, hypothetical protein	2407	ORF
4129	b4129	lysU	4350778	4352295	-	506	1790571	lysine tRNA synthetase, inducible; heat shock protein	2408	ORF
4130	b4130	yjdL	4352532	4353989	-	486	1790572	putative peptide transporter	2409	ORF
4131	b4131	cadA	4354048	4356195	-	716	1790573	lysine decarboxylase 1	2410	ORF
4132	b4132	cadB	4356275	4357609	-	445	1790575	transport of lysine/cadaverine	2410	ORF
4133	b4133	cadC	4357974	4359512	-	513	1790576	transcriptional activator of cad operon	2410	ORF
4134	b4134	pheU	4360129	4360204	-	0	0	tRNA-Phe	0	tRNA
4135	b4135	yjdC	4360311	4360910	-	200	1790577	orf, hypothetical protein	2411	ORF
4136	b4136	dsbD	4360923	4362620	-	566	1790578	thiol:disulfide interchange protein; copper tolerance	2411	ORF
4137	b4137	cutA	4362596	4362934	-	113	1790579	divalent cation tolerance protein; cytochrome c biogenesis	2411	ORF
4138	b4138	dcuA	4363050	4364351	-	434	1790580	anaerobic dicarboxylate transport	2412	ORF
4139	b4139	aspA	4364469	4365950	-	494	1790581	aspartate ammonia-lyase (aspartase)	2413	ORF
4140	b4140	fxsA	4366341	4366718	+	126	1790583	Suppressor of F exclusion of bacteriophage T7.	2414	ORF
